# t	R	x	y	dOmega[0]	dOmega[1]	dOmega[2]	dOmega[3]
0.020000	4.998000	-0.150000	-4.950000	0.001000	0.000061	0.002000	0.000000
0.020000	4.998000	-0.150000	-4.850000	0.001000	0.000062	0.002000	0.000000
0.020000	4.998000	-0.150000	-4.750000	0.001000	0.000063	0.002000	0.000000
0.020000	4.998000	-0.150000	-4.650000	0.001000	0.000065	0.002000	0.000000
0.020000	4.998000	-0.150000	-4.550000	0.001000	0.000066	0.002000	0.000000
0.020000	4.998000	-0.150000	-4.450000	0.001000	0.000067	0.002000	0.000000
0.020000	4.998000	-0.150000	-4.350000	0.001000	0.000069	0.002000	0.000000
0.020000	4.998000	-0.150000	-4.250000	0.001000	0.000071	0.002000	0.000000
0.020000	4.998000	-0.150000	-4.150000	0.001000	0.000072	0.001999	0.000000
0.020000	4.998000	-0.150000	-4.050000	0.001000	0.000074	0.001999	0.000000
0.020000	4.998000	-0.150000	4.050000	0.001000	0.000074	-0.001999	0.000000
0.020000	4.998000	-0.150000	4.150000	0.001000	0.000072	-0.001999	0.000000
0.020000	4.998000	-0.150000	4.250000	0.001000	0.000071	-0.002000	0.000000
0.020000	4.998000	-0.150000	4.350000	0.001000	0.000069	-0.002000	0.000000
0.020000	4.998000	-0.150000	4.450000	0.001000	0.000067	-0.002000	0.000000
0.020000	4.998000	-0.150000	4.550000	0.001000	0.000066	-0.002000	0.000000
0.020000	4.998000	-0.150000	4.650000	0.001000	0.000065	-0.002000	0.000000
0.020000	4.998000	-0.150000	4.750000	0.001000	0.000063	-0.002000	0.000000
0.020000	4.998000	-0.150000	4.850000	0.001000	0.000062	-0.002000	0.000000
0.020000	4.998000	-0.150000	4.950000	0.001000	0.000061	-0.002000	0.000000
0.020000	4.998000	-0.050000	-4.950000	0.001000	0.000020	0.002001	0.000000
0.020000	4.998000	-0.050000	-4.850000	0.001000	0.000021	0.002001	0.000000
0.020000	4.998000	-0.050000	-4.750000	0.001000	0.000021	0.002001	0.000000
0.020000	4.998000	-0.050000	-4.650000	0.001000	0.000022	0.002001	0.000000
0.020000	4.998000	-0.050000	-4.550000	0.001000	0.000022	0.002001	0.000000
0.020000	4.998000	-0.050000	-4.450000	0.001000	0.000022	0.002001	0.000000
0.020000	4.998000	-0.050000	-4.350000	0.001000	0.000023	0.002001	0.000000
0.020000	4.998000	-0.050000	-4.250000	0.001000	0.000024	0.002001	0.000000
0.020000	4.998000	-0.050000	-4.150000	0.001000	0.000024	0.002001	0.000000
0.020000	4.998000	-0.050000	-4.050000	0.001000	0.000025	0.002001	0.000000
0.020000	4.998000	-0.050000	-3.950000	0.001000	0.000025	0.002001	0.000000
0.020000	4.998000	-0.050000	-3.850000	0.001000	0.000026	0.002001	0.000000
0.020000	4.998000	-0.050000	-3.750000	0.001000	0.000027	0.002001	0.000000
0.020000	4.998000	-0.050000	-3.650000	0.001000	0.000027	0.002001	0.000000
0.020000	4.998000	-0.050000	-3.550000	0.001000	0.000028	0.002001	0.000000
0.020000	4.998000	-0.050000	-3.450000	0.001000	0.000029	0.002001	0.000000
0.020000	4.998000	-0.050000	-3.350000	0.001000	0.000030	0.002001	0.000000
0.020000	4.998000	-0.050000	-3.250000	0.001000	0.000031	0.002001	0.000000
0.020000	4.998000	-0.050000	-3.150000	0.001000	0.000032	0.002001	0.000000
0.020000	4.998000	-0.050000	-3.050000	0.001000	0.000033	0.002001	0.000000
0.020000	4.998000	-0.050000	3.050000	0.001000	0.000033	-0.002001	0.000000
0.020000	4.998000	-0.050000	3.150000	0.001000	0.000032	-0.002001	0.000000
0.020000	4.998000	-0.050000	3.250000	0.001000	0.000031	-0.002001	0.000000
0.020000	4.998000	-0.050000	3.350000	0.001000	0.000030	-0.002001	0.000000
0.020000	4.998000	-0.050000	3.450000	0.001000	0.000029	-0.002001	0.000000
0.020000	4.998000	-0.050000	3.550000	0.001000	0.000028	-0.002001	0.000000
0.020000	4.998000	-0.050000	3.650000	0.001000	0.000027	-0.002001	0.000000
0.020000	4.998000	-0.050000	3.750000	0.001000	0.000027	-0.002001	0.000000
0.020000	4.998000	-0.050000	3.850000	0.001000	0.000026	-0.002001	0.000000
0.020000	4.998000	-0.050000	3.950000	0.001000	0.000025	-0.002001	0.000000
0.020000	4.998000	-0.050000	4.050000	0.001000	0.000025	-0.002001	0.000000
0.020000	4.998000	-0.050000	4.150000	0.001000	0.000024	-0.002001	0.000000
0.020000	4.998000	-0.050000	4.250000	0.001000	0.000024	-0.002001	0.000000
0.020000	4.998000	-0.050000	4.350000	0.001000	0.000023	-0.002001	0.000000
0.020000	4.998000	-0.050000	4.450000	0.001000	0.000022	-0.002001	0.000000
0.020000	4.998000	-0.050000	4.550000	0.001000	0.000022	-0.002001	0.000000
0.020000	4.998000	-0.050000	4.650000	0.001000	0.000022	-0.002001	0.000000
0.020000	4.998000	-0.050000	4.750000	0.001000	0.000021	-0.002001	0.000000
0.020000	4.998000	-0.050000	4.850000	0.001000	0.000021	-0.002001	0.000000
0.020000	4.998000	-0.050000	4.950000	0.001000	0.000020	-0.002001	0.000000
0.020000	4.998000	0.050000	-4.950000	0.001000	0.000020	-0.002001	0.000000
0.020000	4.998000	0.050000	-4.850000	0.001000	0.000021	-0.002001	0.000000
0.020000	4.998000	0.050000	-4.750000	0.001000	0.000021	-0.002001	0.000000
0.020000	4.998000	0.050000	-4.650000	0.001000	0.000022	-0.002001	0.000000
0.020000	4.998000	0.050000	-4.550000	0.001000	0.000022	-0.002001	0.000000
0.020000	4.998000	0.050000	-4.450000	0.001000	0.000022	-0.002001	0.000000
0.020000	4.998000	0.050000	-4.350000	0.001000	0.000023	-0.002001	0.000000
0.020000	4.998000	0.050000	-4.250000	0.001000	0.000024	-0.002001	0.000000
0.020000	4.998000	0.050000	-4.150000	0.001000	0.000024	-0.002001	0.000000
0.020000	4.998000	0.050000	-4.050000	0.001000	0.000025	-0.002001	0.000000
0.020000	4.998000	0.050000	-3.950000	0.001000	0.000025	-0.002001	0.000000
0.020000	4.998000	0.050000	-3.850000	0.001000	0.000026	-0.002001	0.000000
0.020000	4.998000	0.050000	-3.750000	0.001000	0.000027	-0.002001	0.000000
0.020000	4.998000	0.050000	-3.650000	0.001000	0.000027	-0.002001	0.000000
0.020000	4.998000	0.050000	-3.550000	0.001000	0.000028	-0.002001	0.000000
0.020000	4.998000	0.050000	-3.450000	0.001000	0.000029	-0.002001	0.000000
0.020000	4.998000	0.050000	-3.350000	0.001000	0.000030	-0.002001	0.000000
0.020000	4.998000	0.050000	-3.250000	0.001000	0.000031	-0.002001	0.000000
0.020000	4.998000	0.050000	-3.150000	0.001000	0.000032	-0.002001	0.000000
0.020000	4.998000	0.050000	-3.050000	0.001000	0.000033	-0.002001	0.000000
0.020000	4.998000	0.050000	3.050000	0.001000	0.000033	0.002001	0.000000
0.020000	4.998000	0.050000	3.150000	0.001000	0.000032	0.002001	0.000000
0.020000	4.998000	0.050000	3.250000	0.001000	0.000031	0.002001	0.000000
0.020000	4.998000	0.050000	3.350000	0.001000	0.000030	0.002001	0.000000
0.020000	4.998000	0.050000	3.450000	0.001000	0.000029	0.002001	0.000000
0.020000	4.998000	0.050000	3.550000	0.001000	0.000028	0.002001	0.000000
0.020000	4.998000	0.050000	3.650000	0.001000	0.000027	0.002001	0.000000
0.020000	4.998000	0.050000	3.750000	0.001000	0.000027	0.002001	0.000000
0.020000	4.998000	0.050000	3.850000	0.001000	0.000026	0.002001	0.000000
0.020000	4.998000	0.050000	3.950000	0.001000	0.000025	0.002001	0.000000
0.020000	4.998000	0.050000	4.050000	0.001000	0.000025	0.002001	0.000000
0.020000	4.998000	0.050000	4.150000	0.001000	0.000024	0.002001	0.000000
0.020000	4.998000	0.050000	4.250000	0.001000	0.000024	0.002001	0.000000
0.020000	4.998000	0.050000	4.350000	0.001000	0.000023	0.002001	0.000000
0.020000	4.998000	0.050000	4.450000	0.001000	0.000022	0.002001	0.000000
0.020000	4.998000	0.050000	4.550000	0.001000	0.000022	0.002001	0.000000
0.020000	4.998000	0.050000	4.650000	0.001000	0.000022	0.002001	0.000000
0.020000	4.998000	0.050000	4.750000	0.001000	0.000021	0.002001	0.000000
0.020000	4.998000	0.050000	4.850000	0.001000	0.000021	0.002001	0.000000
0.020000	4.998000	0.050000	4.950000	0.001000	0.000020	0.002001	0.000000
0.020000	4.998000	0.150000	-4.950000	0.001000	0.000061	-0.002000	0.000000
0.020000	4.998000	0.150000	-4.850000	0.001000	0.000062	-0.002000	0.000000
0.020000	4.998000	0.150000	-4.750000	0.001000	0.000063	-0.002000	0.000000
0.020000	4.998000	0.150000	-4.650000	0.001000	0.000065	-0.002000	0.000000
0.020000	4.998000	0.150000	-4.550000	0.001000	0.000066	-0.002000	0.000000
0.020000	4.998000	0.150000	-4.450000	0.001000	0.000067	-0.002000	0.000000
0.020000	4.998000	0.150000	-4.350000	0.001000	0.000069	-0.002000	0.000000
0.020000	4.998000	0.150000	-4.250000	0.001000	0.000071	-0.002000	0.000000
0.020000	4.998000	0.150000	-4.150000	0.001000	0.000072	-0.001999	0.000000
0.020000	4.998000	0.150000	-4.050000	0.001000	0.000074	-0.001999	0.000000
0.020000	4.998000	0.150000	4.050000	0.001000	0.000074	0.001999	0.000000
0.020000	4.998000	0.150000	4.150000	0.001000	0.000072	0.001999	0.000000
0.020000	4.998000	0.150000	4.250000	0.001000	0.000071	0.002000	0.000000
0.020000	4.998000	0.150000	4.350000	0.001000	0.000069	0.002000	0.000000
0.020000	4.998000	0.150000	4.450000	0.001000	0.000067	0.002000	0.000000
0.020000	4.998000	0.150000	4.550000	0.001000	0.000066	0.002000	0.000000
0.020000	4.998000	0.150000	4.650000	0.001000	0.000065	0.002000	0.000000
0.020000	4.998000	0.150000	4.750000	0.001000	0.000063	0.002000	0.000000
0.020000	4.998000	0.150000	4.850000	0.001000	0.000062	0.002000	0.000000
0.020000	4.998000	0.150000	4.950000	0.001000	0.000061	0.002000	0.000000
0.060000	4.982032	-0.150000	-4.950000	0.001000	0.000020	0.000669	0.000000
0.060000	4.982032	-0.150000	-4.850000	0.001000	0.000021	0.000669	0.000000
0.060000	4.982032	-0.150000	-4.750000	0.001000	0.000021	0.000669	0.000000
0.060000	4.982032	-0.150000	-4.650000	0.001000	0.000022	0.000669	0.000000
0.060000	4.982032	-0.150000	-4.550000	0.001000	0.000022	0.000669	0.000000
0.060000	4.982032	-0.150000	-4.450000	0.001000	0.000023	0.000669	0.000000
0.060000	4.982032	-0.150000	-4.350000	0.001000	0.000023	0.000669	0.000000
0.060000	4.982032	-0.150000	-4.250000	0.001000	0.000024	0.000669	0.000000
0.060000	4.982032	-0.150000	-4.150000	0.001000	0.000024	0.000669	0.000000
0.060000	4.982032	-0.150000	-4.050000	0.001000	0.000025	0.000669	0.000000
0.060000	4.982032	-0.150000	4.050000	0.001000	0.000025	-0.000669	0.000000
0.060000	4.982032	-0.150000	4.150000	0.001000	0.000024	-0.000669	0.000000
0.060000	4.982032	-0.150000	4.250000	0.001000	0.000024	-0.000669	0.000000
0.060000	4.982032	-0.150000	4.350000	0.001000	0.000023	-0.000669	0.000000
0.060000	4.982032	-0.150000	4.450000	0.001000	0.000023	-0.000669	0.000000
0.060000	4.982032	-0.150000	4.550000	0.001000	0.000022	-0.000669	0.000000
0.060000	4.982032	-0.150000	4.650000	0.001000	0.000022	-0.000669	0.000000
0.060000	4.982032	-0.150000	4.750000	0.001000	0.000021	-0.000669	0.000000
0.060000	4.982032	-0.150000	4.850000	0.001000	0.000021	-0.000669	0.000000
0.060000	4.982032	-0.150000	4.950000	0.001000	0.000020	-0.000669	0.000000
0.060000	4.982032	-0.050000	-4.950000	0.001000	0.000007	0.000669	0.000000
0.060000	4.982032	-0.050000	-4.850000	0.001000	0.000007	0.000669	0.000000
0.060000	4.982032	-0.050000	-4.750000	0.001000	0.000007	0.000669	0.000000
0.060000	4.982032	-0.050000	-4.650000	0.001000	0.000007	0.000669	0.000000
0.060000	4.982032	-0.050000	-4.550000	0.001000	0.000007	0.000669	0.000000
0.060000	4.982032	-0.050000	-4.450000	0.001000	0.000008	0.000669	0.000000
0.060000	4.982032	-0.050000	-4.350000	0.001000	0.000008	0.000669	0.000000
0.060000	4.982032	-0.050000	-4.250000	0.001000	0.000008	0.000669	0.000000
0.060000	4.982032	-0.050000	-4.150000	0.001000	0.000008	0.000669	0.000000
0.060000	4.982032	-0.050000	-4.050000	0.001000	0.000008	0.000669	0.000000
0.060000	4.982032	-0.050000	-3.950000	0.001000	0.000008	0.000669	0.000000
0.060000	4.982032	-0.050000	-3.850000	0.001000	0.000009	0.000669	0.000000
0.060000	4.982032	-0.050000	-3.750000	0.001000	0.000009	0.000669	0.000000
0.060000	4.982032	-0.050000	-3.650000	0.001000	0.000009	0.000669	0.000000
0.060000	4.982032	-0.050000	-3.550000	0.001000	0.000009	0.000669	0.000000
0.060000	4.982032	-0.050000	-3.450000	0.001000	0.000010	0.000669	0.000000
0.060000	4.982032	-0.050000	-3.350000	0.001000	0.000010	0.000669	0.000000
0.060000	4.982032	-0.050000	-3.250000	0.001000	0.000010	0.000669	0.000000
0.060000	4.982032	-0.050000	-3.150000	0.001000	0.000011	0.000669	0.000000
0.060000	4.982032	-0.050000	-3.050000	0.001000	0.000011	0.000669	0.000000
0.060000	4.982032	-0.050000	3.050000	0.001000	0.000011	-0.000669	0.000000
0.060000	4.982032	-0.050000	3.150000	0.001000	0.000011	-0.000669	0.000000
0.060000	4.982032	-0.050000	3.250000	0.001000	0.000010	-0.000669	0.000000
0.060000	4.982032	-0.050000	3.350000	0.001000	0.000010	-0.000669	0.000000
0.060000	4.982032	-0.050000	3.450000	0.001000	0.000010	-0.000669	0.000000
0.060000	4.982032	-0.050000	3.550000	0.001000	0.000009	-0.000669	0.000000
0.060000	4.982032	-0.050000	3.650000	0.001000	0.000009	-0.000669	0.000000
0.060000	4.982032	-0.050000	3.750000	0.001000	0.000009	-0.000669	0.000000
0.060000	4.982032	-0.050000	3.850000	0.001000	0.000009	-0.000669	0.000000
0.060000	4.982032	-0.050000	3.950000	0.001000	0.000008	-0.000669	0.000000
0.060000	4.982032	-0.050000	4.050000	0.001000	0.000008	-0.000669	0.000000
0.060000	4.982032	-0.050000	4.150000	0.001000	0.000008	-0.000669	0.000000
0.060000	4.982032	-0.050000	4.250000	0.001000	0.000008	-0.000669	0.000000
0.060000	4.982032	-0.050000	4.350000	0.001000	0.000008	-0.000669	0.000000
0.060000	4.982032	-0.050000	4.450000	0.001000	0.000008	-0.000669	0.000000
0.060000	4.982032	-0.050000	4.550000	0.001000	0.000007	-0.000669	0.000000
0.060000	4.982032	-0.050000	4.650000	0.001000	0.000007	-0.000669	0.000000
0.060000	4.982032	-0.050000	4.750000	0.001000	0.000007	-0.000669	0.000000
0.060000	4.982032	-0.050000	4.850000	0.001000	0.000007	-0.000669	0.000000
0.060000	4.982032	-0.050000	4.950000	0.001000	0.000007	-0.000669	0.000000
0.060000	4.982032	0.050000	-4.950000	0.001000	0.000007	-0.000669	0.000000
0.060000	4.982032	0.050000	-4.850000	0.001000	0.000007	-0.000669	0.000000
0.060000	4.982032	0.050000	-4.750000	0.001000	0.000007	-0.000669	0.000000
0.060000	4.982032	0.050000	-4.650000	0.001000	0.000007	-0.000669	0.000000
0.060000	4.982032	0.050000	-4.550000	0.001000	0.000007	-0.000669	0.000000
0.060000	4.982032	0.050000	-4.450000	0.001000	0.000008	-0.000669	0.000000
0.060000	4.982032	0.050000	-4.350000	0.001000	0.000008	-0.000669	0.000000
0.060000	4.982032	0.050000	-4.250000	0.001000	0.000008	-0.000669	0.000000
0.060000	4.982032	0.050000	-4.150000	0.001000	0.000008	-0.000669	0.000000
0.060000	4.982032	0.050000	-4.050000	0.001000	0.000008	-0.000669	0.000000
0.060000	4.982032	0.050000	-3.950000	0.001000	0.000008	-0.000669	0.000000
0.060000	4.982032	0.050000	-3.850000	0.001000	0.000009	-0.000669	0.000000
0.060000	4.982032	0.050000	-3.750000	0.001000	0.000009	-0.000669	0.000000
0.060000	4.982032	0.050000	-3.650000	0.001000	0.000009	-0.000669	0.000000
0.060000	4.982032	0.050000	-3.550000	0.001000	0.000009	-0.000669	0.000000
0.060000	4.982032	0.050000	-3.450000	0.001000	0.000010	-0.000669	0.000000
0.060000	4.982032	0.050000	-3.350000	0.001000	0.000010	-0.000669	0.000000
0.060000	4.982032	0.050000	-3.250000	0.001000	0.000010	-0.000669	0.000000
0.060000	4.982032	0.050000	-3.150000	0.001000	0.000011	-0.000669	0.000000
0.060000	4.982032	0.050000	-3.050000	0.001000	0.000011	-0.000669	0.000000
0.060000	4.982032	0.050000	3.050000	0.001000	0.000011	0.000669	0.000000
0.060000	4.982032	0.050000	3.150000	0.001000	0.000011	0.000669	0.000000
0.060000	4.982032	0.050000	3.250000	0.001000	0.000010	0.000669	0.000000
0.060000	4.982032	0.050000	3.350000	0.001000	0.000010	0.000669	0.000000
0.060000	4.982032	0.050000	3.450000	0.001000	0.000010	0.000669	0.000000
0.060000	4.982032	0.050000	3.550000	0.001000	0.000009	0.000669	0.000000
0.060000	4.982032	0.050000	3.650000	0.001000	0.000009	0.000669	0.000000
0.060000	4.982032	0.050000	3.750000	0.001000	0.000009	0.000669	0.000000
0.060000	4.982032	0.050000	3.850000	0.001000	0.000009	0.000669	0.000000
0.060000	4.982032	0.050000	3.950000	0.001000	0.000008	0.000669	0.000000
0.060000	4.982032	0.050000	4.050000	0.001000	0.000008	0.000669	0.000000
0.060000	4.982032	0.050000	4.150000	0.001000	0.000008	0.000669	0.000000
0.060000	4.982032	0.050000	4.250000	0.001000	0.000008	0.000669	0.000000
0.060000	4.982032	0.050000	4.350000	0.001000	0.000008	0.000669	0.000000
0.060000	4.982032	0.050000	4.450000	0.001000	0.000008	0.000669	0.000000
0.060000	4.982032	0.050000	4.550000	0.001000	0.000007	0.000669	0.000000
0.060000	4.982032	0.050000	4.650000	0.001000	0.000007	0.000669	0.000000
0.060000	4.982032	0.050000	4.750000	0.001000	0.000007	0.000669	0.000000
0.060000	4.982032	0.050000	4.850000	0.001000	0.000007	0.000669	0.000000
0.060000	4.982032	0.050000	4.950000	0.001000	0.000007	0.000669	0.000000
0.060000	4.982032	0.150000	-4.950000	0.001000	0.000020	-0.000669	0.000000
0.060000	4.982032	0.150000	-4.850000	0.001000	0.000021	-0.000669	0.000000
0.060000	4.982032	0.150000	-4.750000	0.001000	0.000021	-0.000669	0.000000
0.060000	4.982032	0.150000	-4.650000	0.001000	0.000022	-0.000669	0.000000
0.060000	4.982032	0.150000	-4.550000	0.001000	0.000022	-0.000669	0.000000
0.060000	4.982032	0.150000	-4.450000	0.001000	0.000023	-0.000669	0.000000
0.060000	4.982032	0.150000	-4.350000	0.001000	0.000023	-0.000669	0.000000
0.060000	4.982032	0.150000	-4.250000	0.001000	0.000024	-0.000669	0.000000
0.060000	4.982032	0.150000	-4.150000	0.001000	0.000024	-0.000669	0.000000
0.060000	4.982032	0.150000	-4.050000	0.001000	0.000025	-0.000669	0.000000
0.060000	4.982032	0.150000	4.050000	0.001000	0.000025	0.000669	0.000000
0.060000	4.982032	0.150000	4.150000	0.001000	0.000024	0.000669	0.000000
0.060000	4.982032	0.150000	4.250000	0.001000	0.000024	0.000669	0.000000
0.060000	4.982032	0.150000	4.350000	0.001000	0.000023	0.000669	0.000000
0.060000	4.982032	0.150000	4.450000	0.001000	0.000023	0.000669	0.000000
0.060000	4.982032	0.150000	4.550000	0.001000	0.000022	0.000669	0.000000
0.060000	4.982032	0.150000	4.650000	0.001000	0.000022	0.000669	0.000000
0.060000	4.982032	0.150000	4.750000	0.001000	0.000021	0.000669	0.000000
0.060000	4.982032	0.150000	4.850000	0.001000	0.000021	0.000669	0.000000
0.060000	4.982032	0.150000	4.950000	0.001000	0.000020	0.000669	0.000000
0.100000	4.950249	-0.150000	-4.950000	0.001000	0.000012	0.000404	0.000000
0.100000	4.950249	-0.150000	-4.850000	0.001000	0.000012	0.000404	0.000000
0.100000	4.950249	-0.150000	-4.750000	0.001000	0.000013	0.000404	0.000000
0.100000	4.950249	-0.150000	-4.650000	0.001000	0.000013	0.000404	0.000000
0.100000	4.950249	-0.150000	-4.550000	0.001000	0.000013	0.000404	0.000000
0.100000	4.950249	-0.150000	-4.450000	0.001000	0.000014	0.000404	0.000000
0.100000	4.950249	-0.150000	-4.350000	0.001000	0.000014	0.000404	0.000000
0.100000	4.950249	-0.150000	-4.250000	0.001000	0.000014	0.000404	0.000000
0.100000	4.950249	-0.150000	-4.150000	0.001000	0.000015	0.000404	0.000000
0.100000	4.950249	-0.150000	-4.050000	0.001000	0.000015	0.000404	0.000000
0.100000	4.950249	-0.150000	-3.950000	0.001000	0.000015	0.000404	0.000000
0.100000	4.950249	-0.150000	3.950000	0.001000	0.000015	-0.000404	0.000000
0.100000	4.950249	-0.150000	4.050000	0.001000	0.000015	-0.000404	0.000000
0.100000	4.950249	-0.150000	4.150000	0.001000	0.000015	-0.000404	0.000000
0.100000	4.950249	-0.150000	4.250000	0.001000	0.000014	-0.000404	0.000000
0.100000	4.950249	-0.150000	4.350000	0.001000	0.000014	-0.000404	0.000000
0.100000	4.950249	-0.150000	4.450000	0.001000	0.000014	-0.000404	0.000000
0.100000	4.950249	-0.150000	4.550000	0.001000	0.000013	-0.000404	0.000000
0.100000	4.950249	-0.150000	4.650000	0.001000	0.000013	-0.000404	0.000000
0.100000	4.950249	-0.150000	4.750000	0.001000	0.000013	-0.000404	0.000000
0.100000	4.950249	-0.150000	4.850000	0.001000	0.000012	-0.000404	0.000000
0.100000	4.950249	-0.150000	4.950000	0.001000	0.000012	-0.000404	0.000000
0.100000	4.950249	-0.050000	-4.950000	0.001000	0.000004	0.000404	0.000000
0.100000	4.950249	-0.050000	-4.850000	0.001000	0.000004	0.000404	0.000000
0.100000	4.950249	-0.050000	-4.750000	0.001000	0.000004	0.000404	0.000000
0.100000	4.950249	-0.050000	-4.650000	0.001000	0.000004	0.000404	0.000000
0.100000	4.950249	-0.050000	-4.550000	0.001000	0.000004	0.000404	0.000000
0.100000	4.950249	-0.050000	-4.450000	0.001000	0.000005	0.000404	0.000000
0.100000	4.950249	-0.050000	-4.350000	0.001000	0.000005	0.000404	0.000000
0.100000	4.950249	-0.050000	-4.250000	0.001000	0.000005	0.000404	0.000000
0.100000	4.950249	-0.050000	-4.150000	0.001000	0.000005	0.000404	0.000000
0.100000	4.950249	-0.050000	-4.050000	0.001000	0.000005	0.000404	0.000000
0.100000	4.950249	-0.050000	-3.950000	0.001000	0.000005	0.000404	0.000000
0.100000	4.950249	-0.050000	-3.850000	0.001000	0.000005	0.000404	0.000000
0.100000	4.950249	-0.050000	-3.750000	0.001000	0.000005	0.000404	0.000000
0.100000	4.950249	-0.050000	-3.650000	0.001000	0.000006	0.000404	0.000000
0.100000	4.950249	-0.050000	-3.550000	0.001000	0.000006	0.000404	0.000000
0.100000	4.950249	-0.050000	-3.450000	0.001000	0.000006	0.000404	0.000000
0.100000	4.950249	-0.050000	-3.350000	0.001000	0.000006	0.000404	0.000000
0.100000	4.950249	-0.050000	-3.250000	0.001000	0.000006	0.000404	0.000000
0.100000	4.950249	-0.050000	-3.150000	0.001000	0.000006	0.000404	0.000000
0.100000	4.950249	-0.050000	-3.050000	0.001000	0.000007	0.000404	0.000000
0.100000	4.950249	-0.050000	-2.950000	0.001000	0.000007	0.000404	0.000000
0.100000	4.950249	-0.050000	2.950000	0.001000	0.000007	-0.000404	0.000000
0.100000	4.950249	-0.050000	3.050000	0.001000	0.000007	-0.000404	0.000000
0.100000	4.950249	-0.050000	3.150000	0.001000	0.000006	-0.000404	0.000000
0.100000	4.950249	-0.050000	3.250000	0.001000	0.000006	-0.000404	0.000000
0.100000	4.950249	-0.050000	3.350000	0.001000	0.000006	-0.000404	0.000000
0.100000	4.950249	-0.050000	3.450000	0.001000	0.000006	-0.000404	0.000000
0.100000	4.950249	-0.050000	3.550000	0.001000	0.000006	-0.000404	0.000000
0.100000	4.950249	-0.050000	3.650000	0.001000	0.000006	-0.000404	0.000000
0.100000	4.950249	-0.050000	3.750000	0.001000	0.000005	-0.000404	0.000000
0.100000	4.950249	-0.050000	3.850000	0.001000	0.000005	-0.000404	0.000000
0.100000	4.950249	-0.050000	3.950000	0.001000	0.000005	-0.000404	0.000000
0.100000	4.950249	-0.050000	4.050000	0.001000	0.000005	-0.000404	0.000000
0.100000	4.950249	-0.050000	4.150000	0.001000	0.000005	-0.000404	0.000000
0.100000	4.950249	-0.050000	4.250000	0.001000	0.000005	-0.000404	0.000000
0.100000	4.950249	-0.050000	4.350000	0.001000	0.000005	-0.000404	0.000000
0.100000	4.950249	-0.050000	4.450000	0.001000	0.000005	-0.000404	0.000000
0.100000	4.950249	-0.050000	4.550000	0.001000	0.000004	-0.000404	0.000000
0.100000	4.950249	-0.050000	4.650000	0.001000	0.000004	-0.000404	0.000000
0.100000	4.950249	-0.050000	4.750000	0.001000	0.000004	-0.000404	0.000000
0.100000	4.950249	-0.050000	4.850000	0.001000	0.000004	-0.000404	0.000000
0.100000	4.950249	-0.050000	4.950000	0.001000	0.000004	-0.000404	0.000000
0.100000	4.950249	0.050000	-4.950000	0.001000	0.000004	-0.000404	0.000000
0.100000	4.950249	0.050000	-4.850000	0.001000	0.000004	-0.000404	0.000000
0.100000	4.950249	0.050000	-4.750000	0.001000	0.000004	-0.000404	0.000000
0.100000	4.950249	0.050000	-4.650000	0.001000	0.000004	-0.000404	0.000000
0.100000	4.950249	0.050000	-4.550000	0.001000	0.000004	-0.000404	0.000000
0.100000	4.950249	0.050000	-4.450000	0.001000	0.000005	-0.000404	0.000000
0.100000	4.950249	0.050000	-4.350000	0.001000	0.000005	-0.000404	0.000000
0.100000	4.950249	0.050000	-4.250000	0.001000	0.000005	-0.000404	0.000000
0.100000	4.950249	0.050000	-4.150000	0.001000	0.000005	-0.000404	0.000000
0.100000	4.950249	0.050000	-4.050000	0.001000	0.000005	-0.000404	0.000000
0.100000	4.950249	0.050000	-3.950000	0.001000	0.000005	-0.000404	0.000000
0.100000	4.950249	0.050000	-3.850000	0.001000	0.000005	-0.000404	0.000000
0.100000	4.950249	0.050000	-3.750000	0.001000	0.000005	-0.000404	0.000000
0.100000	4.950249	0.050000	-3.650000	0.001000	0.000006	-0.000404	0.000000
0.100000	4.950249	0.050000	-3.550000	0.001000	0.000006	-0.000404	0.000000
0.100000	4.950249	0.050000	-3.450000	0.001000	0.000006	-0.000404	0.000000
0.100000	4.950249	0.050000	-3.350000	0.001000	0.000006	-0.000404	0.000000
0.100000	4.950249	0.050000	-3.250000	0.001000	0.000006	-0.000404	0.000000
0.100000	4.950249	0.050000	-3.150000	0.001000	0.000006	-0.000404	0.000000
0.100000	4.950249	0.050000	-3.050000	0.001000	0.000007	-0.000404	0.000000
0.100000	4.950249	0.050000	-2.950000	0.001000	0.000007	-0.000404	0.000000
0.100000	4.950249	0.050000	2.950000	0.001000	0.000007	0.000404	0.000000
0.100000	4.950249	0.050000	3.050000	0.001000	0.000007	0.000404	0.000000
0.100000	4.950249	0.050000	3.150000	0.001000	0.000006	0.000404	0.000000
0.100000	4.950249	0.050000	3.250000	0.001000	0.000006	0.000404	0.000000
0.100000	4.950249	0.050000	3.350000	0.001000	0.000006	0.000404	0.000000
0.100000	4.950249	0.050000	3.450000	0.001000	0.000006	0.000404	0.000000
0.100000	4.950249	0.050000	3.550000	0.001000	0.000006	0.000404	0.000000
0.100000	4.950249	0.050000	3.650000	0.001000	0.000006	0.000404	0.000000
0.100000	4.950249	0.050000	3.750000	0.001000	0.000005	0.000404	0.000000
0.100000	4.950249	0.050000	3.850000	0.001000	0.000005	0.000404	0.000000
